date,store_id,product_id,category,region,inventory_level,units_sold,units_ordered,price,discount,weather_condition,promotion,competitor_pricing,seasonality,epidemic,demand,month,day_name,year,day,day_of_week,week_of_year,quarter,is_weekend,is_holiday,month_sin,month_cos,dow_sin,dow_cos,demand_lag_1,demand_lag_7,demand_lag_14,demand_lag_30,rolling_mean_7,rolling_mean_14,rolling_mean_30,rolling_std_7,rolling_std_30,expanding_mean,demand_change_1,demand_change_7,price_diff,discounted_price,inventory_sales_ratio,catboost_prediction,lightgbm_prediction,ensemble_prediction,residual,lof_anomaly,z_score,zscore_anomaly,final_anomaly
2022-02-10,4,0,3,1,121,40,0,9.98,10,3,0,9.92,3,0,61,2,4,2022,10,3,6,1,0,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,148.0,86.0,96.0,69.0,107.57142857142857,104.71428571428571,117.46666666666667,55.889346459043914,41.48014342851981,117.25,-87.0,-25.0,0.0600000000000005,8.982000000000001,2.951219512195122,60.285142495527055,59.43086618663428,59.94343197196995,1.0565680280300498,0,0.5640885053306954,0,0
2022-02-11,4,0,3,1,318,82,0,10.83,5,3,0,11.72,3,0,82,2,0,2022,11,4,6,1,0,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,61.0,210.0,90.0,127.0,104.0,102.21428571428571,117.2,58.24660218988454,41.82673621105244,115.8780487804878,21.0,-128.0,-0.8900000000000006,10.288499999999999,3.8313253012048194,83.20580902712155,78.96322812507171,81.50877666630161,0.491223333698386,0,0.245121336274175,0,0
2022-02-12,4,0,3,1,236,31,0,9.64,5,3,0,10.32,3,0,51,2,2,2022,12,5,6,1,1,0,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,82.0,117.0,96.0,160.0,85.71428571428571,101.64285714285714,115.7,34.79326700054803,42.267742652825895,115.07142857142857,-31.0,-66.0,-0.6799999999999997,9.158,7.375,48.909992969715674,49.185587158235926,49.020230645123775,1.9797693548762254,0,1.08495819181721,0,0
2022-02-13,4,0,3,1,205,44,0,10.37,5,2,0,9.21,3,0,56,2,3,2022,13,6,6,1,1,0,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,51.0,77.0,64.0,135.0,76.28571428571429,98.42857142857143,112.06666666666666,33.83151531592139,43.006762365881514,113.5813953488372,5.0,-21.0,1.1599999999999984,9.851499999999998,4.555555555555555,55.55387859716901,55.309143784209844,55.45598467198534,0.5440153280146589,0,0.2749065507543711,0,0
2022-02-14,4,0,3,1,161,51,119,10.78,0,2,0,12.79,3,0,67,2,1,2022,14,0,7,1,0,0,0.8660254037844386,0.5000000000000001,0.0,1.0,56.0,65.0,108.0,187.0,73.28571428571429,97.85714285714286,109.43333333333334,34.678111663864044,43.96211796640324,112.27272727272727,11.0,2.0,-2.01,10.78,3.0961538461538463,67.51891537352296,68.39257250787763,67.86837822726483,-0.8683782272648273,0,0.5219651249473882,0,0
2022-02-15,4,0,3,1,110,110,285,12.31,10,2,1,14.67,3,0,140,2,5,2022,15,1,7,1,0,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,67.0,50.0,111.0,118.0,73.57142857142857,94.92857142857143,105.43333333333334,34.606633000322965,42.08012335544177,111.26666666666667,73.0,90.0,-2.3599999999999994,11.079,0.990990990990991,141.7582405274655,139.09096667397074,140.69133098606758,-0.6913309860675838,0,0.422075167758152,0,0
2022-02-16,4,0,3,1,119,119,612,17.64,10,3,1,16.51,3,0,264,2,6,2022,16,2,7,1,0,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,140.0,148.0,148.0,144.0,86.42857142857143,97.0,106.16666666666667,40.59087394500201,42.49631491799254,111.8913043478261,124.0,116.0,1.129999999999999,15.876000000000001,0.9916666666666667,261.86545272967226,255.83554941744484,259.4534914047813,4.546508595218711,0,2.5331110751942787,0,0
2022-02-17,4,0,3,1,285,97,0,10.68,15,0,1,10.36,3,0,96,2,4,2022,17,3,7,1,0,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,264.0,61.0,86.0,183.0,103.0,105.28571428571429,110.16666666666667,77.14056433982488,50.9807829469601,115.12765957446808,-168.0,35.0,0.3200000000000003,9.078,2.9081632653061225,95.97544585350357,93.10023750876842,94.82536251560951,1.1746374843904874,0,0.6307032283924414,0,0
2022-02-18,4,0,3,1,800,79,0,10.25,10,3,0,11.46,3,0,82,2,0,2022,18,4,7,1,0,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,96.0,82.0,210.0,109.0,108.0,106.0,107.26666666666667,75.07107743110299,49.13593623698502,114.72916666666667,-14.0,0.0,-1.2100000000000009,9.225,10.0,81.972572989398,83.42151588222555,82.55215014652902,-0.5521501465290157,0,0.34354941378957804,0,0
2022-02-19,4,0,3,1,721,164,0,12.7,10,3,1,15.0,3,0,151,2,2,2022,19,5,7,1,1,1,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,82.0,51.0,117.0,119.0,108.0,96.85714285714286,106.36666666666666,75.07107743110299,49.349900138482155,114.06122448979592,69.0,100.0,-2.3000000000000007,11.43,4.36969696969697,152.63088258234268,151.72303901630943,152.2677451559294,-1.26774515592939,0,0.7472877288882002,0,0
2022-02-20,4,0,3,1,557,156,0,13.76,10,3,0,15.95,3,0,180,2,3,2022,20,6,7,1,1,0,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,151.0,56.0,77.0,109.0,122.28571428571429,99.28571428571429,107.43333333333334,71.86263351170822,49.97425774117719,114.8,29.0,124.0,-2.1899999999999995,12.384,3.5477707006369426,179.54506416078067,178.92591328695656,179.297403811251,0.7025961887489984,0,0.36437778613011906,0,0
2022-02-21,4,0,3,1,401,100,0,10.87,25,2,1,10.56,3,0,142,2,1,2022,21,0,8,1,0,0,0.8660254037844386,0.5000000000000001,0.0,1.0,180.0,67.0,65.0,90.0,140.0,106.64285714285714,109.8,67.97793759742933,51.702331035290456,116.07843137254902,-38.0,75.0,0.3099999999999987,8.1525,3.9702970297029703,141.16967996170447,144.558592022405,142.52524478598468,-0.5252447859846825,0,0.3283694240040255,0,0
2022-02-22,4,0,3,1,301,129,354,14.12,5,3,0,12.16,3,0,151,2,5,2022,22,1,8,1,0,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,142.0,140.0,50.0,55.0,150.71428571428572,112.14285714285714,111.53333333333333,59.99642846512969,51.88696822193765,116.57692307692308,9.0,11.0,1.959999999999999,13.413999999999998,2.3153846153846156,150.6824016928722,150.69032628904588,150.68557153134168,0.3144284686583205,0,0.14537376957555376,0,0
2022-02-23,4,0,3,1,172,109,0,10.73,20,3,1,9.31,3,0,116,2,6,2022,23,2,8,1,0,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,151.0,264.0,148.0,128.0,152.28571428571428,119.35714285714286,114.73333333333333,59.81280321612944,51.23639152098783,117.22641509433963,-35.0,-148.0,1.42,8.584000000000001,1.5636363636363637,115.48782762591635,115.33793259673291,115.42786961424298,0.5721303857570206,0,0.2907690510411089,0,0
2022-02-24,4,0,3,1,417,173,0,12.95,15,2,1,14.08,3,0,179,2,4,2022,24,3,8,1,0,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,116.0,96.0,61.0,135.0,131.14285714285714,117.07142857142857,114.33333333333333,34.57565893046991,51.176054026733304,117.20370370370371,63.0,83.0,-1.1300000000000008,11.007499999999999,2.396551724137931,177.34104870001312,176.4717967306564,176.99334791227042,2.0066520877295773,0,1.1001254150718178,0,0
2022-02-25,4,0,3,1,244,130,195,11.38,10,2,0,13.4,3,0,114,2,0,2022,25,4,8,1,0,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,179.0,82.0,82.0,190.0,143.0,125.5,115.8,34.74670248143452,52.40452731166097,118.32727272727273,-65.0,32.0,-2.0199999999999996,10.242,1.8625954198473282,115.70888897556098,118.19336996178335,116.70268137004993,-2.7026813700499304,0,1.5568779604473524,0,0
2022-02-26,4,0,3,1,114,74,0,12.12,0,0,0,11.32,3,0,85,2,2,2022,26,5,8,1,1,0,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,114.0,151.0,51.0,96.0,147.57142857142858,127.78571428571429,113.26666666666667,26.51324915872016,50.49611342731604,118.25,-29.0,-66.0,0.7999999999999989,12.12,1.52,84.47549880096042,85.18418820635405,84.75897456311787,0.24102543688212563,0,0.10395981897060975,0,0
2022-02-27,4,0,3,1,235,171,392,14.79,10,3,0,13.38,3,0,188,2,3,2022,27,6,8,1,1,0,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,85.0,180.0,56.0,90.0,138.14285714285714,130.21428571428572,112.9,35.35264521658198,50.66546807414705,117.66666666666667,103.0,8.0,1.4099999999999984,13.311,1.3662790697674418,188.33870786120602,183.11519908080183,186.24930434904434,1.750695650955663,0,0.9557149326561574,0,0
2022-02-28,4,0,3,1,64,64,0,13.54,15,2,1,11.69,3,0,176,2,1,2022,28,0,9,1,0,0,0.8660254037844386,0.5000000000000001,0.0,1.0,188.0,142.0,67.0,96.0,139.28571428571428,139.64285714285714,116.16666666666667,37.021229430847136,52.271890866053845,118.87931034482759,-12.0,34.0,1.8499999999999996,11.508999999999999,0.9846153846153847,176.85737125941984,172.32950918417495,175.0462264293219,0.953773570678095,0,0.5060919284016142,0,0
2022-03-01,4,0,3,1,392,108,0,14.5,5,3,0,12.42,1,0,160,3,5,2022,1,1,9,1,0,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,176.0,151.0,140.0,64.0,144.14285714285714,147.42857142857142,118.83333333333333,39.578734068640756,53.2392669016947,119.84745762711864,-16.0,9.0,2.08,13.774999999999999,3.596330275229358,159.51274389951197,160.51659897136224,159.91428592825207,0.08571407174792967,0,0.01633323123421633,0,0
2022-03-02,4,0,3,1,284,225,385,13.53,15,0,1,14.29,1,0,196,3,6,2022,2,2,9,1,0,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,160.0,116.0,264.0,108.0,145.42857142857142,148.85714285714286,122.03333333333333,39.98273436896284,52.712285640742834,120.51666666666667,36.0,80.0,-0.7599999999999998,11.500499999999999,1.2566371681415929,198.12045642369844,197.65262980479832,197.9333257761384,-1.933325776138389,0,1.1228079528073815,0,0
2022-03-03,4,0,3,1,59,59,0,10.76,10,3,1,10.03,1,0,81,3,4,2022,3,3,9,1,0,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,196.0,179.0,96.0,111.0,156.85714285714286,144.0,124.96666666666667,41.57093765051316,54.3281747780343,121.75409836065573,-115.0,-98.0,0.7300000000000004,9.684,0.9833333333333333,84.23304191766381,80.22782430673585,82.63095487329262,-1.6309548732926231,0,0.9522104538783527,0,0
2022-03-04,4,0,3,1,385,126,0,13.24,10,0,1,14.56,1,0,166,3,0,2022,4,4,9,1,0,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,81.0,114.0,82.0,148.0,142.85714285714286,142.92857142857142,123.96666666666667,48.75253351170088,54.867541647469324,121.09677419354838,85.0,52.0,-1.3200000000000003,11.916,3.031496062992126,165.90063349746052,168.29064005979237,166.85663612239324,-0.8566361223932404,1,0.5153402357652539,0,0
2022-03-05,4,0,3,1,259,233,524,14.17,20,3,1,13.48,1,0,219,3,2,2022,5,5,9,1,1,1,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,166.0,85.0,151.0,86.0,150.28571428571428,148.92857142857142,124.56666666666666,47.569998548504884,55.23659664747097,121.80952380952381,53.0,134.0,0.6899999999999995,11.336,1.106837606837607,220.72237214985597,216.5141818577445,219.0390960330114,-0.039096033011389864,0,0.054084561988006555,0,0
2022-03-06,4,0,3,1,26,26,0,8.0,25,1,1,7.99,1,0,51,3,3,2022,6,6,9,1,1,1,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,219.0,188.0,180.0,210.0,169.42857142857142,153.78571428571428,129.0,43.725877703625095,57.332063605293136,123.328125,-168.0,-137.0,0.009999999999999787,6.0,0.9629629629629629,61.31291995923629,62.9350802270623,61.9617840663667,-10.961784066366697,1,6.216659209664761,1,1
2022-03-07,4,0,3,1,524,37,0,9.76,10,3,0,8.73,1,0,55,3,1,2022,7,0,10,1,0,0,1.0,6.123233995736766e-17,0.0,1.0,51.0,176.0,142.0,117.0,149.85714285714286,144.57142857142858,123.7,61.19757231412739,56.933809118042106,122.21538461538462,4.0,-121.0,1.0299999999999994,8.784,13.789473684210526,52.81933567863152,51.13625987519977,52.14610535725882,2.8538946427411815,0,1.5781392038024942,0,0
2022-03-08,4,0,3,1,487,80,0,10.39,10,0,0,9.89,1,0,72,3,5,2022,8,1,10,1,0,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,55.0,160.0,151.0,77.0,132.57142857142858,138.35714285714286,121.63333333333334,69.15407228996501,58.29442709114703,121.1969696969697,17.0,-88.0,0.5,9.351,6.012345679012346,73.26494877618305,73.88740631969571,73.51393179358811,-1.5139317935881138,0,0.8861860959567676,0,0
2022-03-09,4,0,3,1,407,115,0,10.2,20,1,1,10.15,1,0,100,3,6,2022,9,2,10,1,0,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,72.0,196.0,116.0,65.0,120.0,132.71428571428572,121.46666666666667,71.30217387990349,58.433418245179624,120.46268656716418,28.0,-96.0,0.049999999999998934,8.16,3.5086206896551726,101.41670329569061,100.0617833015241,100.874735298024,-0.8747352980240066,0,0.5255517808121691,0,0
2022-03-10,4,0,3,1,292,69,0,10.73,10,1,0,10.57,1,0,81,3,4,2022,10,3,10,1,0,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,100.0,81.0,179.0,50.0,106.28571428571429,131.57142857142858,122.63333333333334,62.996598547631265,57.610752907549404,120.16176470588235,-19.0,0.0,0.16000000000000014,9.657,4.171428571428572,81.62160317314806,82.00206603576108,81.77378831819327,-0.7737883181932688,0,0.46859754969573364,0,0
2022-03-11,4,0,3,1,223,64,0,9.9,10,1,0,8.6,1,0,58,3,0,2022,11,4,10,1,0,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,81.0,166.0,114.0,148.0,106.28571428571429,124.57142857142857,123.66666666666667,62.996598547631265,56.530939550274425,119.59420289855072,-23.0,-108.0,1.3000000000000007,8.91,3.4307692307692306,58.83779250168949,60.05605505153794,59.32509752162888,-1.3250975216288765,0,0.7796459024224643,0,0
2022-03-12,4,0,3,1,159,125,328,12.75,15,3,1,12.0,1,0,154,3,2,2022,12,5,10,1,1,1,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,58.0,219.0,85.0,61.0,90.85714285714286,120.57142857142857,120.66666666666667,59.03509851895603,57.573541177160195,118.71428571428571,96.0,-65.0,0.75,10.8375,1.2619047619047619,150.8455380589053,149.28280950055452,150.220446635565,3.779553364435003,0,2.1003953511254974,0,0
2022-03-13,4,0,3,1,34,34,0,11.09,20,3,1,12.64,1,0,144,3,3,2022,13,6,10,1,1,1,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,154.0,51.0,188.0,82.0,81.57142857142857,125.5,123.76666666666667,36.22548432092663,56.747889727334766,119.21126760563381,-10.0,93.0,-1.5500000000000007,8.872,0.9714285714285714,147.7248575774098,144.72295204081698,146.52409536277267,-2.5240953627726697,0,1.4561198322726903,0,0
2022-03-14,4,0,3,1,328,85,0,11.05,10,0,0,10.84,1,0,89,3,1,2022,14,0,11,1,0,0,1.0,6.123233995736766e-17,0.0,1.0,144.0,55.0,176.0,51.0,94.85714285714286,122.35714285714286,125.83333333333333,40.00178567442765,56.30157916161813,119.55555555555556,-55.0,34.0,0.21000000000000085,9.945,3.813953488372093,88.6867837002455,89.48507012513458,89.00609827020114,-0.006098270201135847,0,0.03546724215761903,0,0
2022-03-15,4,0,3,1,243,99,208,10.03,20,1,1,11.54,1,0,111,3,5,2022,15,1,11,1,0,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,89.0,72.0,160.0,56.0,99.71428571428571,116.14285714285714,127.1,36.24322596805391,54.97168550168851,119.13698630136986,22.0,39.0,-1.5099999999999998,8.024,2.43,111.646565116034,110.57679923133746,111.21865876215539,-0.2186587621553855,0,0.1553937561086512,0,0
2022-03-16,4,0,3,1,144,102,0,11.26,10,1,0,10.9,1,0,95,3,6,2022,16,2,11,1,0,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,111.0,100.0,196.0,67.0,105.28571428571429,112.64285714285714,128.93333333333334,34.21361466684597,53.41376119557085,119.02702702702703,-16.0,-5.0,0.35999999999999943,10.134,1.3980582524271845,95.91650612273618,94.53301477931174,95.3631095853664,-0.36310958536640214,0,0.23689283199892852,0,0
2022-03-17,4,0,3,1,250,93,180,12.99,0,0,0,12.38,1,0,106,3,4,2022,17,3,11,1,0,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,95.0,81.0,81.0,140.0,104.57142857142857,105.42857142857143,129.86666666666667,34.394074794248645,52.53158874517268,118.70666666666666,11.0,25.0,0.6099999999999994,12.99,2.6595744680851063,106.05947392975985,106.53883824395147,106.2512196554365,-0.2512196554365005,0,0.17376459438830752,0,0
2022-03-18,4,0,3,1,157,110,0,11.73,5,1,0,13.76,1,0,106,3,0,2022,18,4,11,1,0,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,106.0,58.0,166.0,264.0,108.14285714285714,107.21428571428571,128.73333333333332,32.79953542063535,52.67200613119891,118.53947368421052,0.0,48.0,-2.0299999999999994,11.1435,1.4144144144144144,106.35749518525597,106.88994700917144,106.57047591482215,-0.5704759148221541,0,0.35388880229336206,0,0
2022-03-19,4,0,3,1,227,103,173,12.29,5,1,0,10.99,1,0,105,3,2,2022,19,5,11,1,1,0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,106.0,154.0,219.0,96.0,115.0,102.92857142857143,123.46666666666667,24.54927018602908,46.179360469081125,118.37662337662337,-1.0,-49.0,1.299999999999999,11.675499999999998,2.1826923076923075,106.19423602820507,104.71947490189281,105.60433157768017,-0.6043315776801705,0,0.37299014886409376,0,0
2022-03-20,4,0,3,1,124,60,0,11.08,0,3,0,10.95,1,0,60,3,3,2022,20,6,11,1,1,0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,105.0,144.0,51.0,82.0,108.0,94.78571428571429,123.76666666666667,17.568911937472276,46.023744496414714,118.2051282051282,-45.0,-84.0,0.13000000000000078,11.08,2.0327868852459017,60.139849645266914,60.24825920876149,60.18321347066474,-0.18321347066473948,0,0.13539554192797323,0,0
2022-03-21,4,0,3,1,237,126,467,15.45,10,3,0,15.42,1,0,206,3,1,2022,21,0,12,1,0,0,1.0,6.123233995736766e-17,0.0,1.0,60.0,89.0,55.0,151.0,96.0,95.42857142857143,123.03333333333333,17.568911937472254,46.879510510959115,117.46835443037975,146.0,117.0,0.02999999999999936,13.905,1.8661417322834646,204.8579759825535,202.3635636709909,203.86021105792847,2.139788942071533,0,1.175241155879727,0,0
2022-03-22,4,0,3,1,111,66,0,9.25,20,1,1,8.8,1,0,72,3,5,2022,22,1,12,1,0,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,206.0,111.0,72.0,180.0,112.71428571428571,106.21428571428571,124.86666666666666,44.62329095033316,49.03674437450527,118.575,-134.0,-39.0,0.4499999999999993,7.4,1.6567164179104477,71.4864166783209,70.60810258041387,71.13509103915808,0.864908960841916,0,0.45595456386462707,0,0
2022-03-23,4,0,3,1,512,157,0,15.01,0,3,0,13.57,1,0,154,3,6,2022,23,2,12,1,0,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,72.0,95.0,100.0,142.0,107.14285714285714,106.21428571428571,121.26666666666667,47.231446344670765,48.81346149361368,118.0,82.0,59.0,1.4399999999999995,15.01,3.240506329113924,152.54130197177673,152.43849293469924,152.50017835694575,1.499821643054247,0,0.8141719538460774,0,0
2022-03-24,4,0,3,1,355,164,0,14.38,0,3,0,12.6,1,0,139,3,4,2022,24,3,12,1,0,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,154.0,106.0,81.0,151.0,115.57142857142857,110.07142857142857,121.66666666666667,49.89274210028653,49.03786948551252,118.4390243902439,-15.0,33.0,1.7800000000000011,14.38,2.1515151515151514,139.81766030289032,141.45926321447695,140.47430146752498,-1.474301467524981,0,0.8638266875464916,0,0
2022-03-25,4,0,3,1,191,138,224,13.52,0,0,0,13.48,1,0,119,3,0,2022,25,4,12,1,0,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,139.0,106.0,58.0,116.0,120.28571428571429,114.21428571428571,121.26666666666667,50.39416065945953,48.83888595790444,118.6867469879518,-20.0,13.0,0.03999999999999915,13.52,1.3741007194244603,120.56482695491748,119.29769779292116,120.05797529011895,-1.0579752901189465,0,0.6289356846897094,0,0
2022-03-26,4,0,3,1,53,53,301,14.24,0,0,0,13.1,1,0,136,3,2,2022,26,5,12,1,1,0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,119.0,105.0,154.0,179.0,122.14285714285714,118.57142857142857,121.36666666666666,50.0180919649032,48.83080100138417,118.69047619047619,17.0,31.0,1.1400000000000006,14.24,0.9814814814814815,136.3141365049904,136.03010869961574,136.20052538284054,-0.20052538284053867,0,0.14516291336178083,0,0
2022-03-27,4,0,3,1,224,109,0,11.94,5,3,0,11.32,1,0,96,3,3,2022,27,6,12,1,1,0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,136.0,60.0,144.0,114.0,126.57142857142857,117.28571428571429,119.93333333333334,49.618065066590134,47.698719229052195,118.89411764705882,-40.0,36.0,0.6199999999999992,11.342999999999998,2.036363636363636,96.96479236771074,97.17588542036465,97.0492295887723,-1.049229588772306,0,0.6240013647466355,0,0
2022-03-28,4,0,3,1,416,61,0,10.05,10,1,0,9.34,1,0,62,3,1,2022,28,0,13,1,0,0,1.0,6.123233995736766e-17,0.0,1.0,96.0,206.0,89.0,85.0,131.71428571428572,113.85714285714286,119.33333333333333,42.991139729461544,47.88875998951458,118.62790697674419,-34.0,-144.0,0.7100000000000009,9.045000000000002,6.709677419354839,65.30855506726323,63.23663708862637,64.47978787580848,-2.4797878758084835,0,1.4311215722259016,0,0
