date,store_id,product_id,category,region,inventory_level,units_sold,units_ordered,price,discount,weather_condition,promotion,competitor_pricing,seasonality,epidemic,demand,month,day_name,year,day,day_of_week,week_of_year,quarter,is_weekend,is_holiday,month_sin,month_cos,dow_sin,dow_cos,demand_lag_1,demand_lag_7,demand_lag_14,demand_lag_30,rolling_mean_7,rolling_mean_14,rolling_mean_30,rolling_std_7,rolling_std_30,expanding_mean,demand_change_1,demand_change_7,price_diff,discounted_price,inventory_sales_ratio,catboost_prediction,lightgbm_prediction,ensemble_prediction,residual,lof_anomaly,z_score,zscore_anomaly,final_anomaly
2022-08-22,4,3,3,1,329,76,0,7.47,10,1,0,8.36,2,0,122,8,1,2022,22,0,34,3,0,0,-0.8660254037844384,-0.5000000000000004,0.0,1.0,315.0,249.0,135.0,95.0,209.14285714285714,183.0,159.1,68.11370046089256,54.77184653098521,124.16738197424893,-193.0,-127.0,-0.8899999999999997,6.723,4.2727272727272725,106.12345449589695,106.20100278766431,106.1544738126039,15.845526187396104,1,8.908010655276517,1,1
2023-07-03,4,3,3,1,143,66,87,7.15,10,3,0,7.97,2,0,108,7,1,2023,3,0,27,3,0,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,119.0,272.0,191.0,153.0,170.14285714285714,159.28571428571428,163.73333333333332,53.90246924284836,52.463408156564995,121.53102189781022,-11.0,-164.0,-0.8199999999999994,6.4350000000000005,2.1343283582089554,102.32046882168275,99.35053946577514,101.1324970793197,6.867502920680295,1,3.842614811253778,1,1
2023-11-20,4,3,3,1,230,44,0,6.7,5,1,0,7.7,0,0,72,11,1,2023,20,0,47,4,0,0,-0.5000000000000004,0.8660254037844384,0.0,1.0,233.0,116.0,62.0,99.0,133.0,122.21428571428571,114.03333333333333,48.72371086031945,37.86225791883845,123.59156976744185,-161.0,-44.0,-1.0,6.365,5.111111111111111,65.37995218031688,63.98068097121891,64.8202436966777,7.179756303322307,1,4.0187879999088665,1,1
2022-03-06,4,4,3,1,0,0,0,13.47,0,1,0,12.45,1,0,33,3,3,2022,6,6,9,1,1,0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,192.0,160.0,167.0,62.0,145.85714285714286,136.07142857142858,135.6,35.830287799702695,41.69809389507819,122.46875,-159.0,-127.0,1.0200000000000014,13.47,0.0,42.08456447891579,41.564804838823356,41.876660622878816,-8.876660622878816,1,5.040233696926977,1,1
2022-02-04,4,5,3,1,488,84,0,58.64,5,2,0,69.61,3,0,109,2,0,2022,4,4,5,1,0,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,270.0,155.0,108.0,111.0,123.71428571428571,109.85714285714286,124.9,71.9113210505696,53.22842771716425,122.61764705882354,-161.0,-46.0,-10.969999999999999,55.708,5.741176470588235,102.49898464827638,102.27725276434768,102.4102918947049,6.589708105295102,1,3.6858831275033137,1,1
2022-03-02,4,5,3,1,1262,77,0,56.62,0,0,0,52.48,1,0,69,3,6,2022,2,2,9,1,0,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,106.0,264.0,177.0,113.0,158.0,145.57142857142858,134.66666666666666,58.0947501931112,53.15970299943846,127.66666666666667,-37.0,-195.0,4.140000000000001,56.62,16.17948717948718,73.80789828654416,76.2664109102551,74.79130333602853,-5.791303336028534,1,3.2994767937814506,1,1
2022-06-17,4,5,3,1,1016,190,1215,82.67,15,3,1,91.18,2,0,290,6,0,2022,17,4,24,2,0,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,106.0,120.0,47.0,127.0,159.0,146.64285714285714,111.66666666666667,59.51470406546597,55.93366350100517,119.34131736526946,184.0,170.0,-8.510000000000005,70.2695,5.319371727748691,295.96159634496354,305.76010787990896,299.88100095894174,-9.88100095894174,1,5.606881968282875,1,1
2022-06-18,4,5,3,1,826,91,0,51.98,10,1,0,57.44,2,0,89,6,2,2022,18,5,24,2,1,0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,290.0,205.0,149.0,145.0,183.28571428571428,164.0,117.1,73.89567936335258,64.70375462111117,120.35714285714286,-201.0,-116.0,-5.460000000000001,46.782,8.978260869565217,96.92959455593156,99.43551752958871,97.93196374539443,-8.931963745394427,1,5.071435688571462,1,1
2022-08-07,4,5,3,1,299,299,1447,107.68,10,0,1,101.06,2,0,373,8,3,2022,7,6,31,3,1,1,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,147.0,211.0,118.0,67.0,161.28571428571428,156.57142857142858,122.1,57.11600559596302,51.59347058394647,120.6697247706422,226.0,162.0,6.6200000000000045,96.912,0.9966666666666667,357.15668872785574,358.06409681178525,357.51965196142754,15.480348038572458,1,8.70197734232701,1,1
2022-08-14,4,5,3,1,1974,176,0,66.12,10,3,0,75.85,2,0,169,8,3,2022,14,6,32,3,1,0,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,129.0,373.0,211.0,84.0,156.14285714285714,158.71428571428572,138.96666666666667,99.50448661815629,64.12352483123186,121.77333333333333,40.0,-204.0,-9.72999999999999,59.508,11.152542372881356,160.84455031887177,162.83885732651243,161.64227312192804,7.357726878071958,1,4.119198901386178,1,1
2023-07-14,4,5,3,1,1078,138,0,75.33,5,0,0,64.27,2,0,178,7,0,2023,14,4,28,3,0,0,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,204.0,272.0,81.0,23.0,156.85714285714286,139.64285714285714,143.0,65.60088559216379,63.27771302375937,122.40787119856887,-26.0,-94.0,11.060000000000002,71.56349999999999,7.755395683453237,173.12155728590207,165.97077652084982,170.26124497988116,7.738755020118845,1,4.334174771891583,1,1
2023-12-04,4,5,3,1,780,49,0,55.91,0,0,0,63.16,3,0,80,12,1,2023,4,0,49,4,0,0,-2.4492935982947064e-16,1.0,0.0,1.0,218.0,255.0,162.0,94.0,174.85714285714286,157.21428571428572,142.8,60.82605957818979,45.85539489939339,124.16524216524216,-138.0,-175.0,-7.25,55.91,15.6,67.22010895118895,68.48275393381921,67.72516694424105,12.274833055758947,1,6.893427532471616,1,1
2022-02-19,4,6,3,1,343,158,0,86.97,5,3,0,97.35,3,0,133,2,2,2022,19,5,7,1,1,0,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,162.0,290.0,61.0,87.0,171.85714285714286,145.57142857142858,141.5,68.30185105209705,53.00992099728063,129.9795918367347,-29.0,-157.0,-10.379999999999995,82.6215,2.157232704402516,140.54039767225154,145.53358052008397,142.53767081138452,-9.537670811384515,1,5.41317528576497,1,1
2022-03-20,4,6,3,1,389,340,573,122.03,15,3,1,134.62,1,0,324,3,3,2022,20,6,11,1,1,1,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,88.0,49.0,95.0,162.0,89.14285714285714,117.21428571428571,126.66666666666667,29.902221608818024,39.76077891880243,128.2948717948718,236.0,275.0,-12.590000000000003,103.7255,1.1407624633431086,281.5862522769439,304.0920913097772,290.58858789007724,33.411412109922765,1,18.818673938853927,1,1
2022-03-21,4,6,3,1,49,49,0,84.56,25,3,1,79.58,1,0,190,3,1,2022,21,0,12,1,0,0,1.0,6.123233995736766e-17,0.0,1.0,324.0,106.0,141.0,133.0,128.42857142857142,133.57142857142858,132.06666666666666,89.54301972209996,53.389869459660034,130.77215189873417,-134.0,84.0,4.980000000000004,63.42,0.98,167.5034776652629,187.25647390637312,175.404676161707,14.595323838293012,1,8.202647169885282,1,1
2022-12-01,4,6,3,1,18,18,0,64.61,5,2,0,74.22,3,0,46,12,4,2022,1,3,48,4,0,0,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419,175.0,121.0,111.0,72.0,122.57142857142857,121.14285714285714,121.43333333333334,31.627293818562876,34.7281892190881,121.25449101796407,-129.0,-75.0,-9.61,61.37949999999999,0.9473684210526315,50.35724242873783,54.63242501379676,52.0673154627614,-6.0673154627614,1,3.45520268556386,1,1
2023-01-19,4,6,3,1,398,50,0,70.55,10,3,0,79.15,3,0,84,1,4,2023,19,3,3,1,0,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,83.0,232.0,90.0,187.0,134.0,117.92857142857143,128.33333333333334,55.38652062250036,38.80040288924614,121.90861618798955,1.0,-148.0,-8.600000000000009,63.495,7.803921568627451,78.19536368078728,74.68537171528591,76.79136689458673,7.20863310541327,1,4.0350802759427795,1,1
2023-06-11,4,6,3,1,275,174,0,100.44,20,3,1,106.01,2,0,258,6,3,2023,11,6,23,2,1,1,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,253.0,249.0,135.0,112.0,183.85714285714286,150.28571428571428,135.76666666666668,64.86506140038864,49.70165010327641,119.11596958174906,5.0,9.0,-5.570000000000007,80.352,1.5714285714285714,250.73444923620698,249.07403879728963,250.07028506064006,7.92971493935994,1,4.441914254466192,1,1
2023-07-15,4,6,3,1,394,92,0,71.84,25,1,1,70.68,2,0,131,7,2,2023,15,5,28,3,1,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,47.0,256.0,35.0,182.0,108.0,118.21428571428571,132.76666666666668,75.28169321510592,64.68794234675798,120.225,84.0,-125.0,1.1599999999999966,53.88,4.236559139784946,124.22844842483552,126.84571395140773,125.2753546354644,5.724645364535604,1,3.1978151996658988,1,1
2023-07-27,4,6,3,1,60,60,423,94.93,20,0,1,102.76,2,0,232,7,4,2023,27,3,30,3,0,0,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,184.0,166.0,112.0,124.0,147.42857142857142,138.57142857142858,124.06666666666666,40.75887282894011,55.53062735745615,120.81643356643356,48.0,66.0,-7.829999999999998,75.944,0.9836065573770492,228.29979097977952,222.96055991947074,226.16409855565598,5.835901444344017,1,3.2605858193827206,1,1
2023-11-07,4,6,3,1,266,258,472,89.48,25,2,1,104.44,0,0,235,11,5,2023,7,1,45,4,0,0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,108.0,40.0,55.0,50.0,114.85714285714286,117.21428571428571,95.46666666666667,62.69616833435289,45.036179581136764,121.26518518518519,127.0,195.0,-14.959999999999994,67.11,1.027027027027027,242.19476797493687,249.14452049899907,244.97466898456173,-9.974668984561731,1,5.659729417392557,1,1
2022-04-26,4,7,3,1,177,58,0,49.98,10,1,0,45.5,1,1,50,4,5,2022,26,1,17,2,0,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,204.0,251.0,84.0,82.0,169.42857142857142,148.07142857142858,134.23333333333332,49.24042087166857,43.38574637488385,120.51304347826087,-154.0,-201.0,4.479999999999997,44.982,3.0,61.147391294965516,61.29839873383478,61.20779427051322,-11.207794270513219,1,6.355458033041704,1,1
2022-10-09,4,7,3,1,208,59,0,56.33,10,0,0,65.88,0,0,97,10,3,2022,9,6,40,4,1,0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,218.0,158.0,45.0,90.0,140.0,115.71428571428571,119.0,46.94322812362473,44.64264236401539,121.22064056939502,-121.0,-61.0,-9.549999999999997,50.697,3.466666666666667,89.75146145424776,91.5843567854809,90.48461958674102,6.515380413258981,1,3.643947484082633,1,1
2023-06-28,4,7,3,1,227,227,489,110.86,20,3,1,106.66,2,0,430,6,6,2023,28,2,26,2,0,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,169.0,105.0,220.0,123.0,163.85714285714286,153.57142857142858,155.93333333333334,37.59622574775567,56.019044380758025,119.12707182320442,261.0,325.0,4.200000000000003,88.688,0.9956140350877193,355.5167503910826,355.4566835977674,355.49272367375653,74.50727632624347,1,42.00493817806677,1,1
2023-07-04,4,7,3,1,363,167,0,75.19,10,0,1,87.11,2,0,198,7,5,2023,4,1,27,3,0,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,323.0,169.0,227.0,183.0,220.28571428571428,196.21428571428572,174.86666666666667,123.41220129538027,82.24175184859843,120.32604735883424,-125.0,29.0,-11.920000000000002,67.671,2.1607142857142856,190.0902129286859,194.42601564591538,191.82453401557768,6.175465984422317,1,3.452167948209093,1,1
2023-07-05,4,7,3,1,196,161,202,94.79,0,0,0,87.65,2,0,229,7,6,2023,5,2,27,3,0,0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,198.0,430.0,105.0,68.0,224.42857142857142,194.14285714285714,175.36666666666667,121.88089424086292,82.33844509237402,120.46727272727273,31.0,-201.0,7.140000000000001,94.79,1.2098765432098766,197.65222635995562,192.7940197195105,195.70894370377755,33.29105629622245,1,18.75076925422455,1,1
2023-12-12,4,7,3,1,93,93,217,86.77,10,3,1,79.36,3,0,237,12,5,2023,12,1,50,4,0,0,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336,35.0,212.0,88.0,122.0,124.0,118.57142857142857,117.96666666666667,68.40321629865079,45.056656543185696,122.24366197183099,202.0,25.0,7.409999999999997,78.093,0.9893617021276596,233.96265316990522,217.88178441838357,227.53030566929658,9.469694330703419,1,5.310769789482578,1,1
2022-08-03,4,8,3,1,614,106,0,98.79,0,3,0,84.55,2,0,92,8,6,2022,3,2,31,3,0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,60.0,283.0,39.0,108.0,148.0,137.57142857142858,111.23333333333333,77.70027884977854,54.091036502225165,115.18691588785046,32.0,-191.0,14.240000000000009,98.79,5.738317757009346,97.44593058883447,98.72748794390118,97.95855353086117,-5.958553530861167,1,3.3938392627402907,1,1
2022-08-20,4,8,3,1,293,243,974,153.84,15,0,1,130.87,2,0,338,8,2,2022,20,5,33,3,1,1,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,86.0,222.0,138.0,102.0,157.42857142857142,158.21428571428572,150.3,46.811170827973584,49.743583887080725,118.06060606060606,252.0,116.0,22.97,130.764,1.2008196721311475,316.37568732915895,320.01632440461486,317.83194215934134,20.168057840658662,1,11.346780663064912,1,1
2022-08-26,4,8,3,1,1042,312,0,118.84,25,1,1,107.46,2,0,270,8,0,2022,26,4,34,3,0,0,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,185.0,86.0,157.0,283.0,162.57142857142858,165.07142857142858,157.0,84.67360301545612,59.24583500565458,119.51054852320675,85.0,184.0,11.38000000000001,89.13,3.329073482428115,281.15390218896437,272.9293441272735,277.864078964288,-7.864078964288012,1,4.468935675883224,1,1
2022-08-27,4,8,3,1,730,166,0,111.89,15,3,1,130.16,2,0,211,8,2,2022,27,5,34,3,1,1,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,270.0,338.0,222.0,145.0,188.85714285714286,173.14285714285714,156.56666666666666,85.4974240770419,58.332981936544265,120.14285714285714,-59.0,-127.0,-18.269999999999996,95.1065,4.37125748502994,186.64506757694042,184.68131023296212,185.85956463934912,25.140435360650883,1,14.152193355417424,1,1
2023-08-25,4,8,3,1,447,46,0,83.93,10,1,0,78.07,2,0,75,8,0,2023,25,4,34,3,0,0,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,229.0,152.0,161.0,96.0,154.71428571428572,136.92857142857142,149.0,48.99562662699033,47.37815588615078,121.79866888519135,-154.0,-77.0,5.860000000000014,75.537,9.51063829787234,67.906079054576,67.57105552847527,67.77206964413571,7.227930355864288,1,4.045967774151659,1,1
2022-04-15,4,9,3,1,31,31,0,62.55,5,3,0,62.31,1,0,112,4,0,2022,15,4,15,2,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,237.0,135.0,158.0,136.0,122.28571428571429,129.28571428571428,139.96666666666667,56.96699127773991,46.353576161807695,127.38461538461539,-125.0,-23.0,0.23999999999999488,59.42249999999999,0.96875,106.35701485591316,106.0101407176634,106.21826520061326,5.78173479938674,1,3.230025027758529,1,1
2022-08-10,4,9,3,1,244,81,0,57.18,0,1,0,48.97,2,0,70,8,6,2022,10,2,32,3,0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,277.0,110.0,146.0,100.0,194.85714285714286,152.57142857142858,129.73333333333332,63.60667829567532,60.492765787684746,118.1945701357466,-207.0,-40.0,8.21,57.18,2.975609756097561,78.6085953873839,79.56730304669215,78.9920784511072,-8.992078451107204,1,5.105352372838816,1,1
2022-10-09,4,9,3,1,582,81,0,45.96,15,0,1,54.73,0,0,69,10,3,2022,9,6,40,4,1,1,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,233.0,220.0,159.0,146.0,154.14285714285714,141.21428571428572,132.46666666666667,61.46931096470986,41.427737945299036,121.15302491103203,-164.0,-151.0,-8.769999999999996,39.066,7.097560975609756,77.6095290103098,79.7197242742912,78.45360711590236,-9.453607115902358,1,5.365746594495351,1,1
2023-07-10,4,9,3,1,191,85,0,63.06,10,0,0,62.29,2,0,132,7,1,2023,10,0,28,3,0,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,74.0,282.0,160.0,92.0,171.85714285714286,154.64285714285714,162.4,97.9513970828195,59.026937158765364,118.31711711711712,58.0,-150.0,0.7700000000000031,56.754000000000005,2.2209302325581395,124.57019151678493,125.42950710846712,124.91391775345781,7.08608224654219,1,3.96593714802192,1,1
2023-08-09,4,9,3,1,652,307,646,74.61,20,0,1,83.12,2,0,268,8,6,2023,9,2,32,3,0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,126.0,162.0,238.0,132.0,143.57142857142858,142.85714285714286,136.8,39.08476746277305,48.97318055622997,119.26495726495726,142.0,106.0,-8.510000000000005,59.688,2.116883116883117,272.27935115097296,276.12732785339995,273.8185418319438,-5.818541831943776,1,3.3148447383620807,1,1
2023-06-22,4,10,1,1,0,0,0,44.72,25,0,1,44.68,2,0,6,6,4,2023,22,3,25,2,0,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,128.0,72.0,123.0,106.0,76.14285714285714,78.42857142857143,88.86666666666666,24.32713554468567,31.29694634584506,91.6610800744879,-122.0,-66.0,0.03999999999999915,33.54,0.0,13.194930407213818,30.170146417262266,19.985016811233198,-13.985016811233198,1,7.922365480011964,1,1
2022-12-15,4,11,2,1,46,46,0,127.1,15,2,1,139.49,3,0,118,12,4,2022,15,3,50,4,0,0,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419,146.0,78.0,63.0,121.0,77.0,71.21428571428571,79.93333333333334,34.94757979221645,27.125421761645065,75.44827586206897,-28.0,40.0,-12.390000000000015,108.035,0.9787234042553191,112.79163416712228,109.61477056175248,111.52088872497436,6.4791112750256445,1,3.623484456017811,1,1
2022-02-19,4,12,3,1,368,62,0,75.16,0,3,0,90.42,3,0,101,2,2,2022,19,5,7,1,1,0,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,192.0,250.0,149.0,106.0,156.14285714285714,136.71428571428572,120.33333333333333,60.59545794702371,46.534624360446024,119.36734693877551,-91.0,-149.0,-15.260000000000005,75.16,5.841269841269841,92.38832792219016,94.99788757040255,93.43215178147511,7.567848218524887,1,4.237749247386796,1,1
2022-08-14,4,12,3,1,242,242,0,112.94,5,3,0,104.54,2,0,254,8,3,2022,14,6,32,3,1,0,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,41.0,90.0,107.0,102.0,120.14285714285714,138.57142857142858,128.4,47.12192897660483,51.827033286792926,116.68,213.0,164.0,8.399999999999991,107.29299999999999,0.9958847736625515,259.6341660841317,259.70791308864057,259.66366488593525,-5.663664885935248,1,3.2274632496601128,1,1
2022-09-03,4,12,3,1,799,222,0,81.44,25,3,1,70.33,0,0,215,9,2,2022,3,5,35,3,1,1,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,179.0,335.0,91.0,219.0,163.0,144.57142857142858,147.16666666666666,81.3428956127495,67.02139819559089,119.5061224489796,36.0,-120.0,11.11,61.08,3.5829596412556053,207.88593892562088,210.01611889622436,208.73801091386227,6.261989086137731,1,3.5009842351378677,1,1
2023-06-11,4,12,3,1,92,92,1101,112.54,20,3,1,99.59,2,0,338,6,3,2023,11,6,23,2,1,1,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,176.0,194.0,85.0,97.0,168.85714285714286,140.78571428571428,128.3,36.020496810513094,47.1418622077427,117.94106463878327,162.0,144.0,12.950000000000003,90.03200000000001,0.989247311827957,306.01866816249185,303.9775652757648,305.202227007801,32.797772992198986,1,18.472459082386436,1,1
2023-06-18,4,12,3,1,891,229,0,109.57,5,0,0,103.71,2,0,241,6,3,2023,18,6,24,2,1,0,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,177.0,338.0,194.0,50.0,181.28571428571428,175.07142857142858,136.66666666666666,76.871568835546,60.90542885792549,118.77298311444653,64.0,-97.0,5.859999999999999,104.09149999999998,3.873913043478261,226.2236507397139,225.99107090476215,226.1306188057332,14.869381194266793,1,8.357270181068596,1,1
2023-07-22,4,12,3,1,43,43,1013,108.16,15,0,1,123.81,2,0,313,7,2,2023,22,5,29,3,1,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,147.0,150.0,88.0,134.0,124.71428571428571,137.64285714285714,135.93333333333334,38.27842858893366,46.32042324067651,120.04409171075838,166.0,163.0,-15.650000000000006,91.93599999999999,0.9772727272727273,250.69116643778455,283.8406056142918,263.95094210838744,49.04905789161256,1,27.641425183721978,1,1
2023-07-29,4,12,3,1,385,79,0,75.64,10,0,0,74.95,2,0,120,7,2,2023,29,5,30,3,1,0,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,192.0,313.0,150.0,196.0,188.71428571428572,156.71428571428572,148.96666666666667,69.15131786093993,54.68119725585147,120.88153310104529,-72.0,-193.0,0.6899999999999977,68.07600000000001,4.8125,109.95011787267194,103.2028777162521,107.251221810104,12.748778189896,1,7.1608271193776565,1,1
2023-08-04,4,12,3,1,193,193,1068,93.09,25,3,1,100.79,2,0,300,8,0,2023,4,4,31,3,0,0,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,43.0,192.0,147.0,194.0,133.85714285714286,158.07142857142858,147.46666666666667,62.250645435552336,57.44186466412767,120.9155172413793,257.0,108.0,-7.700000000000003,69.8175,0.9948453608247423,282.818631510033,283.54134102518935,283.10771531609555,16.89228468390445,1,9.498591229684902,1,1
